dt_total,x_offset,z_offset,angle_offset,dx_total,dz_total,user_id
300.658555356,-10.038599582566,-1.1979187780402,-66.123304135101,-2260.0521934669,892.26328057446,0
68.611433847,-3.1006195019226,-15.332381295923,-2.9230599215789,-262.77851452185,531.66530007437,1
169.250109752,-74.922701664498,-47.6,-1.0126095966952,-227.55108511779,3124.6905687935,2
215.344659841,-71.322983221688,-40.595778002446,0.79771722995006,36.820324744861,9967.5352494335,3
308.236104713,-5.6816969925763,-2.3688776558479,-9.3720711298554,-502.80852250716,15971.894285192,4
195.008898035,-3.44,-14.566117182879,-7.4202460811626,-352.57810855427,5280.6281844967,5
154.351227753,6.854660244504,-5.8284467004827,-16.133244210581,-616.03896197916,3972.566732115,6
192.304595381,19.871252723936,-36.65912380071,14.689716961441,313.74024905789,9454.9326889678,7
