dt_total,x_offset,z_offset,angle_offset,dx_total,dz_total,user_id
152.177498525,-25.69461616891,15.68730172474,-25.949007525535,-588.98528479881,1852.2585446453,0
256.197375535,9.2813118,21.373606675143,-21.440313207247,-898.77011291262,1327.2848613136,1
96.912567851,-1.5126780758222,-24.856808841282,-5.289582900999,-440.88393549483,1825.8575046144,2
259.205706221,-71.0156545984,-54.03208186294,-11.123310647623,-548.60831533979,5265.5401930095,3
318.776141656,-34.172196270639,-9.6451262792095,0.091879660293676,-19.863895013706,11003.644103173,4
193.176786298,0.1958888820741,-15.747422079176,-12.658971626276,-523.78973524891,2802.3929667058,5
159.308563736,-43.794743816053,-10.784713931345,-1.0561,160.2476065722,8278.7027441252,6
134.084911058,20.133345629816,-0.63,8.6319323826234,98.667361987461,2828.8403993121,7
